alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1746814670.6725,elite,5405.6715735146,1734271818.7386,"AS8100 QuadraNet Enterprises LLC",ASN-QUADRANET-GLOBAL,"Los Angeles","North America",NA,"United States",US,,true,"QuadraNet Enterprises LLC",34.0544,-118.244,false,QuadraNet,true,California,success,America/Los_Angeles,90060,1746386797,1746814749.9903,3428,http,104.223.103.218:3428,false,4254.7326087952,4341,25755,14.423843700159,104.223.103.218
true,1746814749.8055,transparent,6269.6711805333,1719051651.9488,"AS141642 PT Ring Media Nusantara",IDNIC-RINGNET-AS-ID,Srandakan,Asia,AS,Indonesia,ID,,false,"PT Ring Media Nusantara",-7.93861,110.251,false,"PT Ring Media Nusantara",true,Yogyakarta,success,Asia/Jakarta,,1746612745,1746814749.8055,8181,http,103.162.62.250:8181,false,12421.871900558,36121,367170,8.9565599033948,103.162.62.250
true,1746814749.6907,transparent,5556.1295072365,1737658604.2619,"AS9121 Turk Telekomunikasyon Anonim Sirketi",TTNet,Ankara,Asia,AS,Türkiye,TR,,false,"Turk Telekomunikasyon Anonim Sirketi",39.9707,32.7316,false,"Fibernet Telekomunikasyon Anonim Sirketi",true,Ankara,success,Europe/Istanbul,06370,1746732153,1746814749.6907,8080,http,212.175.61.2:8080,false,3877.9773712158,9332,109824,7.8317499748229,212.175.61.2
true,1746814749.593,transparent,7422.6237731932,1742379624.4618,"AS142339 PT Kangen Network Solusindo",IDNIC-KANGENNET-AS-ID,Pekanbaru,Asia,AS,Indonesia,ID,,false,"PT Kangen Network Solusindo",0.5217,101.4343,false,"PT Kangen Network Solusindo",true,Riau,success,Asia/Jakarta,28111,1746615742,1746814749.593,1111,http,103.169.148.3:1111,false,6336.9736671448,2409,56666,4.0778671180702,103.169.148.3
true,1746814683.6522,elite,1574.8258290752,1746522146.2264,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Taizhou,Asia,AS,China,CN,,false,Chinanet,32.4945,119.905,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,,1746530564,1746814749.5873,1080,http,121.230.9.169:1080,false,2751.8134117126,124,4732,2.5535420098847,121.230.9.169
true,1746814749.4328,elite,7922.4193905717,1721128401.6417,"AS23969 TOT Public Company Limited",TOT-NET,Phuket,Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",7.9833,98.3662,false,"TOT Public Company Limited",true,Phuket,success,Asia/Bangkok,83110,1746531479,1746814749.4328,4145,socks4,118.172.134.75:4145,true,1465.4433727264,268,54749,0.48712216224076,118.172.134.75
true,1746814749.4309,elite,10717.406326516,1720283005.8867,"AS15311 TELEFONICA EMPRESAS CHILE SA","TELEFONICA EMPRESAS CHILE SA",Limache,"South America",SA,Chile,CL,,false,"Telefonica Empresas",-33.0151,-71.2725,false,"Galvanizadora Y Metales S A",false,"Región de Valparaíso",success,America/Santiago,,1746289058,1746814749.4309,3128,socks4,201.236.80.197:3128,true,1460.1674079895,369,77814,0.47196960976171,201.236.80.197
true,1746814749.3703,transparent,6823.7195711631,1746373712.6942,"AS150335 Brosis Communication",BROSIS4-AS-AP,Chittagong,Asia,AS,Bangladesh,BD,,false,"Brosis Communication",22.3384,91.8317,false,"Firoza Begum",false,Chittagong,success,Asia/Dhaka,4000,1746381369,1746814749.3703,8080,http,103.104.142.162:8080,false,4893.3610916138,308,7392,4,103.104.142.162
true,1746814417.608,elite,3492.4148659853,1718971748.8011,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Zhangjiakou,Asia,AS,China,CN,,false,"CNC Group CHINA169 Hebei Province Network",40.7687,114.886,false,"Beijing HuaXiaGuangWang Network Co. Ltd",true,Hebei,success,Asia/Shanghai,075000,1746575729,1746814749.2383,80,socks4,117.74.65.207:80,true,3526.867389679,266494,110433,70.70175392052,117.74.65.207
true,1746814748.8927,elite,93.04111955235,1726322697.6363,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6927,3.17785,false,"serverfrus Amin",true,Hauts-de-France,success,Europe/Paris,59100,1746283065,1746814748.8927,80,http,152.228.154.20:80,false,88.102340698242,134939,151013,47.189388428827,152.228.154.20
true,1746814748.5905,transparent,8013.7221595443,1743038096.3372,"AS153064 PT Shs Solusindo Network",IDNIC-SHSNETWORK-AS-ID,"Bangsal Aceh",Asia,AS,Indonesia,ID,,false,"PT Shs Solusindo Network",1.71104,101.386,false,"PT Shs Solusindo Network",true,Riau,success,Asia/Jakarta,,1746667128,1746814748.5905,9090,http,160.25.48.33:9090,false,3980.0515174866,11103,40839,21.375765276655,160.25.48.33
true,1746814748.5036,elite,5073.3107918771,1744610661.4891,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6925,3.17828,false,"Klaba Octave",false,Hauts-de-France,success,Europe/Paris,59100,1746435648,1746814748.5036,50007,http,178.33.156.196:50007,false,3437.0419979095,1676,31510,5.050322425119,178.33.156.196
true,1746814747.9167,elite,6134.6901383893,1746105528.5423,"AS45899 VNPT Corp",VNPT-AS-VN,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,VNPT,10.822,106.6257,false,"Vietnam Posts and Telecommunications Group",false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1746358129,1746814747.9167,2602,http,14.224.174.168:2602,false,10235.086202621,145,4928,2.8582692686773,14.224.174.168
true,1746814747.7681,transparent,6755.9957590584,1729104518.9959,"AS9832 ISN, Internet Service Provider",ISN-AS-AP,Jessore,Asia,AS,Bangladesh,BD,,false,"Information Services Network Ltd",23.1596,89.2605,false,"ISN Uttara POP",false,"Khulna Division",success,Asia/Dhaka,7400,1746268806,1746814747.7681,8080,http,203.188.251.50:8080,false,4752.1064281464,1685,19119,8.0994039607768,203.188.251.50
true,1746814747.6712,transparent,6479.4955717299,1743040164.3667,"AS138089 PT.Global Media Data Prima",GMDP-AS-ID,Pasarkemis,Asia,AS,Indonesia,ID,,false,"PT Global Media Data Prima",-6.16185,106.551,false,,true,"West Java",success,Asia/Jakarta,,1746669324,1746814747.6712,3127,http,103.131.19.173:3127,false,5566.8942928314,4355,48228,8.282144419299,103.131.19.173
true,1746814672.237,elite,1202.4680255292,1736016985.3613,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Amsterdam,Europe,EU,Netherlands,NL,,true,"Microsoft Corporation",52.3667,4.9,false,"Microsoft Azure Cloud (westeurope)",true,"North Holland",success,Europe/Amsterdam,1047,1746575590,1746814746.9422,3128,http,98.64.128.182:3128,false,97.22900390625,73016,67173,52.083972351611,98.64.128.182
true,1746814746.8707,transparent,7611.0031987434,1737423937.8132,"AS36926 Airtel Networks Kenya Limited",CKL1-ASN,Nairobi,Africa,AF,Kenya,KE,Embakasi,false,"Airtel KE Mobile & Fixed Internet",-1.32501,36.8489,true,,true,"Nairobi County",success,Africa/Nairobi,00521,1746575697,1746814746.8707,8080,http,154.159.247.119:8080,false,3917.5958633423,10194,112619,8.3004242221915,154.159.247.119
true,1746803441.2238,elite,650.87426674336,1722575090.9556,"AS58224 Iran Telecommunication Company PJS",TCI,Tehran,Asia,AS,Iran,IR,,false,"Iran Telecommunication Company PJS",35.7219,51.3347,false,"Telecommunication Company of Iran",true,Tehran,success,Asia/Tehran,,1746386158,1746814746.8691,80,http,185.105.102.189:80,false,305.34243583679,67256,10650,86.329679357174,185.105.102.189
true,1746814746.6115,transparent,6180.5760071472,1743040439.7924,"AS39216 AL-SARD FIBER Co. for Internet Fiber and Optical Cable Services /Ltd.",ALSARD,Sulaymaniyah,Asia,AS,Iraq,IQ,,false,"AL-SARD FIBER Co. Internet Fiber and Optical Cable Services /Ltd",35.565,45.4329,false,"ALSARD FIBER Co. Internet Fiber and Optical Cable Services /Ltd",true,Sulaymaniyah,success,Asia/Baghdad,,1746669512,1746814746.6115,8083,http,212.126.96.190:8083,false,2664.5202636719,3037,49558,5.7743131476376,212.126.96.190
true,1746814746.2542,transparent,7289.8360765897,1746777617.3492,"AS7303 Telecom Argentina S.A.","Telecom Argentina S.A.",Salta,"South America",SA,Argentina,AR,,false,"Telecom Argentina S.A.",-24.7831,-65.4111,false,"Telecom Personal Bs",false,Salta,success,America/Argentina/Salta,4400,1746778290,1746814746.2542,999,http,181.13.216.203:999,false,3884.2241764069,39,618,5.9360730593607,181.13.216.203
true,1746814745.6286,transparent,6353.3895675792,1746021156.918,"AS8708 RCS & RDS",RCS-RDS,Cluj-Napoca,Europe,EU,Romania,RO,,false,"RCS & RDS",46.7656,23.5945,false,"RCS & RDS Business",false,"Cluj County",success,Europe/Bucharest,400633,1746632832,1746814745.6286,8080,http,81.196.83.124:8080,false,3753.7121772766,1145,12561,8.3540055450168,81.196.83.124
true,1746814745.2908,anonymous,2751.4376860093,1730715717.4876,"AS4230 CLARO S.A.","CLARO S.A.",Teresina,"South America",SA,Brazil,BR,,false,"Claro S.A",-5.3051,-42.8502,false,"Telcabos - Telecomunicações e Informática",true,Piauí,success,America/Fortaleza,64000,1746575581,1746814745.2908,80,http,189.22.234.32:80,false,7870.8510398865,101621,99755,50.463312410615,189.22.234.32
true,1746814745.2552,transparent,7734.1713301038,1722398681.5313,"AS55685 PT Jala Lintas Media",JLM-AS-ID,Cibinong,Asia,AS,Indonesia,ID,,false,"PT. Jala Lintas Media",-6.46016,106.856,false,,true,"West Java",success,Asia/Jakarta,,1746386404,1746814745.2552,8080,http,119.18.156.245:8080,false,13864.008665085,15034,182873,7.5964973447124,119.18.156.245
true,1746814745.2318,transparent,5914.0177360723,1746301278.9339,"AS141939 PT Chayo Anugrah Teknologi",IDNIC-CHAYO-AS-ID,Kebonsari,Asia,AS,Indonesia,ID,,false,"PT Chayo Anugrah Teknologi",-8.2461,113.314,false,,false,"East Java",success,Asia/Jakarta,,1746306770,1746814745.2318,8080,http,103.164.192.92:8080,false,3679.328918457,852,8076,9.5430107526882,103.164.192.92
true,1746814750.2424,elite,6155.4659254411,1746577180.7394,"AS152705 Gcc Cloud Technology Limited",GCTL-AS-AP,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,"Ansheng Network Technology Co., Limited",22.3193,114.169,false,"G NETWORK LLC",false,Kowloon,success,Asia/Hong_Kong,999077,1746577182,1746814745.0904,10808,http,162.211.181.33:10808,false,2493.1671619415,102,2364,4.1362530413625,162.211.181.33
true,1746814744.2195,transparent,6819.8727914389,1710578119.2506,"AS7552 Viettel Group",VIETEL-AS-AP,"Quận Ninh Kiều",Asia,AS,Vietnam,VN,,false,VIETELxdsl,10.0323,105.7639,false,"xDSL Services",true,"Can Tho",success,Asia/Ho_Chi_Minh,090000,1746575672,1746814744.2195,8080,http,115.75.99.65:8080,false,8907.2918891907,29080,521613,5.2806191471473,115.75.99.65
true,1746814743.9371,elite,7965.5486685066,1722596458.4751,"AS18403 FPT Telecom Company",FPT-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,"FPT Telecom Company",21.0184,105.8461,false,"Vietnam Internet Network Information Center",false,Hanoi,success,Asia/Bangkok,100000,1746799074,1746814743.9371,4050,socks4,183.81.47.14:4050,true,10726.854801178,207,45259,0.45528526811244,183.81.47.14
true,1746814743.929,elite,3400.5780146236,1745015055.7815,"AS138915 Kaopu Cloud HK Limited",KAOPU-HK,Muscat,Asia,AS,Oman,OM,,false,"Kaopu Cloud HK Limited",23.578,58.4021,false,"Cloud Innovation Ltd",true,Muscat,success,Asia/Muscat,,1746236085,1746814743.929,15,http,154.205.147.234:15,false,2282.9358577728,420,25504,1.6201203517976,154.205.147.234
true,1746814743.8764,elite,6697.0079202861,1744502715.7427,"AS33387 Nocix, LLC",NOCIX,"Kansas City","North America",NA,"United States",US,"Crossroads Arts District",true,"Nocix, LLC",39.0945,-94.5812,false,chinabank,true,Missouri,success,America/Chicago,64116,1746322030,1746814743.8764,1723,http,107.150.37.86:1723,false,2254.8155784607,1323,33696,3.7779491133385,107.150.37.86
true,1746814667.7961,elite,3122.9083671827,1745651441.5297,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"DigitalOcean, LLC",false,"New Jersey",success,America/New_York,07014,1746258193,1746814743.5961,4857,http,167.172.253.162:4857,false,1182.8536987305,1408,18401,7.1078802564491,167.172.253.162
true,1746814743.4933,transparent,7306.0162754856,1745444047.8197,"AS151567 PT Tunas Media Data",TUNASMEDIADATA-AS-ID,Wonosobo,Asia,AS,Indonesia,ID,,false,"PT Tunas Media Data",-7.35889,109.903,false,,false,"Central Java",success,Asia/Jakarta,,1746655726,1746814743.4933,8181,http,103.38.104.218:8181,false,6316.2655830383,1363,21644,5.9242839135915,103.38.104.218
true,1746814743.2532,transparent,6975.0379097916,1745424091.476,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,Manila,Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.6019,120.9896,false,"Philippine Long Distance Telephone Company",false,"Metro Manila",success,Asia/Manila,1012,1746633747,1746814743.2532,8082,http,119.95.189.197:8082,false,8382.355928421,1888,21498,8.0732061917386,119.95.189.197
true,1746814743.1649,elite,10379.459366798,1715521737.8119,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1746649737,1746814743.1649,8083,socks4,8.213.129.20:8083,true,8151.3621807098,900,122972,0.72655644536296,8.213.129.20
true,1746814743.1456,transparent,6410.3393248522,1746302637.2834,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,Manila,Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.6019,120.9896,false,"Philippine Long Distance Telephone Company",false,"Metro Manila",success,Asia/Manila,1012,1746302648,1746814743.1456,8080,http,119.95.185.11:8080,false,8501.0631084442,733,8278,8.1345022749972,119.95.185.11
true,1746814744.4966,elite,5013.9824217016,1745757359.5195,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1746362642,1746814743.0324,3712,http,218.91.94.169:3712,false,10017.337560654,275,10761,2.4918448713302,218.91.94.169
true,1746814743.0024,transparent,6174.3673320137,1715164186.9198,"AS262234 ASOCIACION DE SERVICIO DE INTERNET S. DE RL.","ASOCIACION DE SERVICIO DE INTERNET S. DE RL.","San Pedro Sula","North America",NA,Honduras,HN,,false,"Asociacion De Servicio De Internet S. De RL.",15.4967,-88.0338,false,"Asociacion De Servicio De Internet S. De RL",true,"Cortés Department",success,America/Tegucigalpa,,1746575715,1746814743.0024,999,http,179.49.117.19:999,false,11147.681474686,37848,399241,8.6591060401886,179.49.117.19
true,1746814742.9805,transparent,9000.1460248068,1744768140.3098,"AS17561 LARUS Limited",LCS-AS-AP,London,Europe,EU,"United Kingdom",GB,,false,"Larus Limited",51.5074,-0.127758,false,"Cloud Innovation Ltd",false,England,success,Europe/London,W1B,1746282728,1746814742.9805,8001,http,45.196.241.41:8001,false,12383.723974228,798,9216,7.9688436189335,45.196.241.41
true,1746814742.7262,elite,3252.3891413261,1744410958.1768,"AS138915 Kaopu Cloud HK Limited",KAOPU-HK,Muscat,Asia,AS,Oman,OM,,false,"Kaopu Cloud HK Limited",23.578,58.4021,false,"Cloud Innovation Ltd",true,Muscat,success,Asia/Muscat,,1746225813,1746814742.7262,20000,http,154.205.147.234:20000,false,2272.1772193909,721,33072,2.1335779599325,154.205.147.234
true,1746814685.5678,transparent,5320.6527015846,1746564475.6631,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Guangzhou,Asia,AS,China,CN,,false,Chinanet,23.1181,113.2539,false,"Chinanet GD",false,Guangdong,success,Asia/Shanghai,,1746565602,1746814742.7019,9000,http,119.123.247.241:9000,false,9835.3073596954,406,4106,8.9982269503546,119.123.247.241
true,1746814606.6127,transparent,887.8044721638,1746489018.2914,"AS57269 DIGI SPAIN TELECOM S.L.",DIGISPAINTELECOM,Madrid,Europe,EU,Spain,ES,,false,"Digi Spain Telecom S.L.U.",40.43,-3.6691,false,"Digi Spain Telecom S.L",false,Madrid,success,Europe/Madrid,28028,1746489018,1746814742.567,3128,http,79.116.15.191:3128,false,1786.8666648865,3585,1944,64.839934888768,79.116.15.191
true,1746814742.4949,elite,6905.03239926,1746715193.2434,"AS45899 VNPT Corp",VNPT-AS-VN,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,VNPT,10.822,106.6257,false,"Vietnam Posts and Telecommunications Group",false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1746753109,1746814742.4949,3078,http,14.224.165.146:3078,false,2988.899230957,82,1179,6.5027755749405,14.224.165.146
true,1746814742.4804,transparent,6306.9653890789,1743085199.6852,"AS327901 Level 7 Wireless (Pty) Ltd",Level7-AS,Pretoria,Africa,AF,"South Africa",ZA,,false,Level,-25.757,28.1443,true,,true,Gauteng,success,Africa/Johannesburg,0082,1746714540,1746814742.4804,8081,http,45.220.12.13:8081,false,8155.9815406799,3698,43353,7.8595566512933,45.220.12.13
true,1746814742.2812,transparent,8844.6539593522,1744775514.71,"AS17561 LARUS Limited",LCS-AS-AP,London,Europe,EU,"United Kingdom",GB,,false,"Larus Limited",51.5074,-0.127758,false,"Cloud Innovation Ltd",false,England,success,Europe/London,W1B,1746398300,1746814742.2812,8001,http,45.196.241.167:8001,false,10719.752550125,1347,15301,8.0910619894282,45.196.241.167
true,1746814742.002,transparent,7071.4344674879,1726322460.9649,"AS37100 SEACOM Limited",SEACOM-AS,Kampala,Africa,AF,Uganda,UG,,false,"SEACOM Limited Networks",0.321,32.5714,false,,true,"Central Region",success,Africa/Kampala,,1746282258,1746814742.002,8080,http,105.21.72.38:8080,false,2682.75141716,25145,258140,8.8762200610692,105.21.72.38
true,1746814741.7169,elite,9875.5482844912,1721257175.5167,"AS20473 The Constant Company, LLC",AS-VULTR,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"The Constant Company, LLC",50.1103,8.7147,false,"Vultr Holdings LLC Frankfurt",true,Hesse,success,Europe/Berlin,60314,1746686178,1746814741.7169,30002,socks4,80.240.20.183:30002,true,905.60936927795,387,83875,0.45928176402174,80.240.20.183
true,1746814741.5306,transparent,6710.9426379534,1745232297.4178,"AS131773 PT WISUANDHA NETWORK GLOBALINDO",WNG-AS-ID,"Wongaya Kaja",Asia,AS,Indonesia,ID,,false,"Wisuandha Network Globalindo",-8.3904,115.111,false,,false,Bali,success,Asia/Makassar,,1746445437,1746814741.5306,8787,http,103.134.246.69:8787,false,2643.9232826233,1805,24434,6.8790731354091,103.134.246.69
true,1746814670.8614,elite,1712.6344107335,1745614886.6499,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Taizhou,Asia,AS,China,CN,,false,Chinanet,32.4945,119.905,false,"Chinanet JS",true,Jiangsu,success,Asia/Shanghai,,1746244857,1746814741.3809,1080,http,121.230.8.140:1080,false,2391.1461830139,306,15627,1.9205422707588,121.230.8.140
true,1746814740.5375,transparent,5099.7319903765,1738712605.2863,"AS136873 MEGADATA-ISP",MEGADATA-AS-ID,Jember,Asia,AS,Indonesia,ID,,false,MEGADATA-ISP,-8.1716,113.7052,false,"CV Sampurno",true,"East Java",success,Asia/Jakarta,68132,1746415835,1746814740.5375,8090,http,103.165.156.186:8090,false,5301.0125160217,8255,99877,7.6341878444864,103.165.156.186
true,1746814740.5227,elite,1717.0275211334,1746456248.5311,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1746677804,1746814740.5227,25183,http,72.10.160.90:25183,false,597.33366966248,5,1796,0.2776235424764,72.10.160.90
true,1746814739.5412,elite,688.27672154375,1738239189.85,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,"Hetzner Online GmbH",true,Uusimaa,success,Europe/Helsinki,00201,1746708278,1746814739.5412,18080,http,65.108.203.36:18080,false,252.80618667603,8540,100077,7.8624892972555,65.108.203.36
true,1746814739.3338,elite,263.3549861752,1710559708.3421,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,Hetzner,true,Uusimaa,success,Europe/Helsinki,00201,1746575639,1746814739.3338,80,http,135.181.154.225:80,false,245.94950675964,481663,79287,85.865585168019,135.181.154.225
true,1746814739.2109,elite,6374.1644911405,1746105625.7923,"AS45899 VNPT Corp",VNPT-AS-VN,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,VNPT,10.822,106.6257,false,"Vietnam Posts and Telecommunications Group",false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1746357742,1746814739.2109,2508,http,14.224.174.168:2508,false,10268.792152405,119,4791,2.4236252545825,14.224.174.168
true,1746814013.5069,transparent,372.96048079256,1746662223.4124,"AS61424 eServer s.r.o.",ESERVER-SK-AS,Bratislava,Europe,EU,Slovakia,SK,,true,"eServer s.r.o.",48.1486,17.1077,false,"Digital City LTD",false,"Bratislava Region",success,Europe/Bratislava,"810 00",1746662733,1746814739.182,3128,http,45.129.141.49:3128,false,624.81665611267,1367,1387,49.636891793755,45.129.141.49
true,1746814738.9866,transparent,7239.3691991412,1739062097.321,"AS262186 TV AZTECA SUCURSAL COLOMBIA","TV AZTECA SUCURSAL COLOMBIA",Bogotá,"South America",SA,Colombia,CO,"La Gran Via",false,"TV AZTECA SUCURSAL COLOMBIA",4.68082,-74.0419,false,"TV AZTECA SUCURSAL COLOMBIA",true,"Bogota D.C.",success,America/Bogota,110221,1746320733,1746814738.9866,999,http,191.102.90.34:999,false,3877.0809173584,5396,91857,5.5484149589216,191.102.90.34
true,1746814738.6999,elite,5291.9448923487,1732784606.7034,"AS200590 NLS Kazakhstan LLC",asnls,Almaty,Asia,AS,Kazakhstan,KZ,,false,"Stark Industries Solutions LTD",43.25,76.9167,false,"Stark Industries Solutions LTD",true,Almaty,success,Asia/Almaty,,1746386729,1746814738.6999,8118,http,45.159.250.127:8118,false,10178.400039673,1156,31363,3.554844859928,45.159.250.127
true,1746814738.6985,elite,5985.4165505851,1710540242.7433,"AS34984 Superonline Iletisim Hizmetleri A.S.",TELLCOM-AS,Istanbul,Asia,AS,Türkiye,TR,,false,"Superonline Iletisim Hizmetleri A.S.",41.0145,28.9533,false,"Superonline Iletisim Hizmetleri",true,Istanbul,success,Europe/Istanbul,34096,1746233862,1746814738.6985,4153,socks4,91.93.143.14:4153,true,314.59379196167,2701,235464,1.1340877123003,91.93.143.14
true,1746814601.4686,transparent,5118.2744583221,1714035661.1381,"AS202561 High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",highspeed,Antakya,Asia,AS,Türkiye,TR,,false,"High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",36.2073,36.1619,false,"High Speed Telekomunikasyon VE Haberlesme Hizmetleri Ltd. STI",true,Hatay,success,Europe/Istanbul,31030,1746579592,1746814738.3752,8080,http,188.132.222.168:8080,false,9554.3110370636,31044,350326,8.1401263864489,188.132.222.168
true,1746814738.316,transparent,6338.5870136959,1743914172.1338,"AS264628 CORPORACION FIBEX TELECOM, C.A.","CORPORACION FIBEX TELECOM, C.A.",Barquisimeto,"South America",SA,Venezuela,VE,,false,"CORPORACION FIBEX TELECOM, C.A.",10.0664,-69.3586,false,"CORPORACION FIBEX TELECOM, C.A",true,Lara,success,America/Caracas,,1746339586,1746814738.316,999,http,190.120.255.167:999,false,3621.8342781067,2498,39768,5.9101878578526,190.120.255.167
true,1746814738.2024,transparent,6455.2102723801,1736436769.0587,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Medellín,"South America",SA,Colombia,CO,,false,"IFX Networks Argentina S.R.L",6.2529,-75.5646,false,"UFINET COLOMBIA, S. A",true,Antioquia,success,America/Bogota,050001,1746721488,1746814738.2024,999,http,181.78.82.210:999,false,8681.7536354065,9426,125310,6.9959030993944,181.78.82.210
true,1746814737.9459,transparent,6475.8184327457,1737238642.6142,"AS273237 INGBELL CHILE SPA","INGBELL CHILE SPA",Huechuraba,"South America",SA,Chile,CL,,false,"Ingbell Chile SPA",-33.3597,-70.6745,false,"Cirion Technologies Solutions",true,"Santiago Metropolitan",success,America/Santiago,8580000,1746575751,1746814737.9459,999,http,204.199.140.8:999,false,6599.1325378418,6179,114368,5.1258015545804,204.199.140.8
true,1746814737.9428,elite,5752.8695476298,1746710000.7732,"AS45899 VNPT Corp",VNPT-AS-VN,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,VNPT,10.822,106.6257,false,"Vietnam Posts and Telecommunications Group",false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1746754099,1746814737.9428,4247,http,14.224.174.168:4247,false,1014.4693851471,49,1059,4.4223826714801,14.224.174.168
true,1746814737.8866,transparent,5788.5804247397,1743837792.3789,"AS131269 Atria Convergence Technologies Ltd.,",CABLELITE-AS-AP,Nellore,Asia,AS,India,IN,,false,"ACT Fibernet",14.4484,79.9888,false,"Beam Telecom Pvt Ltd",true,"Andhra Pradesh",success,Asia/Kolkata,524001,1746258527,1746814737.8866,8080,http,49.205.160.115:8080,false,5592.5285816193,3791,39564,8.7440894937147,49.205.160.115
true,1746814737.8165,elite,6738.9319380189,1745646408.8608,"AS399077 Tcloudnet",TERAEXCH,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,Tcloudnet,22.3193,114.169,false,"Tcloudnet, Inc",false,Kowloon,success,Asia/Hong_Kong,999077,1746263636,1746814737.8165,8118,http,156.251.62.134:8118,false,12691.504001617,1238,18393,6.3063521980541,156.251.62.134
true,1746814737.5642,elite,754.97401587621,1745691661.4085,"AS17557 Pakistan Telecommunication Company Limited",PKTELECOM-AS-PK,Lahore,Asia,AS,Pakistan,PK,,false,"Pakistan Telecommuication company limited",31.5204,74.3587,false,,false,Punjab,success,Asia/Karachi,54000,1746296469,1746814737.5642,3128,http,119.156.195.173:3128,false,579.10871505737,16916,2388,87.629506837961,119.156.195.173
true,1746814737.5408,elite,3715.4203157905,1740571056.4907,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Shenyang,Asia,AS,China,CN,,false,"CNC Group CHINA169 Liaoning Province Network",41.8048,123.433,false,,true,Liaoning,success,Asia/Shanghai,110000,1746619680,1746814737.5408,10811,http,221.202.27.194:10811,false,6183.1665039062,18234,63804,22.226285379946,221.202.27.194
true,1746814737.5401,transparent,6296.5729370496,1742832513.8603,"AS45326 Broad Band Telecom Services Ltd",BBTS-AS-AP,Chittagong,Asia,AS,Bangladesh,BD,"Double Moorings",false,"BBTS Network",22.3234,91.8117,false,,false,Chittagong,success,Asia/Dhaka,4000,1746386865,1746814737.5401,96,http,119.18.146.92:96,false,13290.907621384,3224,33541,8.7692098463212,119.18.146.92
